isoname	gene	tpm
MYO1G-201	MYO1G	16.3161
MYO1G-208	MYO1G	122.375
MYO3A-202	MYO3A	0
MYO3A-205	MYO3A	0
MYO3A-207	MYO3A	0
MYO3A-210	MYO3A	0
MYO5A-201	MYO5A	5.1785
MYO5A-202	MYO5A	0.194729
MYO5A-205	MYO5A	2.00135
MYO5A-206	MYO5A	1.81355e-05
MYO5A-209	MYO5A	3.85082
MYO5A-213	MYO5A	3.63706e-10
MYO5B-201	MYO5B	0.0614677
MYO5C-201	MYO5C	1.16556
MYO5C-204	MYO5C	0
MYO5C-205	MYO5C	0
MYO5C-207	MYO5C	0
MYO5C-209	MYO5C	0
MYO6-201	MYO6	0
MYO6-202	MYO6	5.11717e-07
MYO6-203	MYO6	0
MYO6-204	MYO6	0.0726982
MYO6-208	MYO6	0
MYO6-209	MYO6	0.0567239
MYO6-210	MYO6	0
MYO6-212	MYO6	0
MYO6-213	MYO6	0
MYO6-214	MYO6	0
MYO6-215	MYO6	0
MYO6-216	MYO6	5.06244e-09
MYO6-217	MYO6	0
MYO6-218	MYO6	0
MYO9B-201	MYO9B	12.8377
MYO9B-204	MYO9B	0
MYO9B-207	MYO9B	11.8998
MYOF-201	MYOF	0
MYOF-202	MYOF	0
MYSM1-202	MYSM1	16.2625
MYSM1-208	MYSM1	0.56696
MYSM1-210	MYSM1	0.555137
MYSM1-212	MYSM1	4.89409
MZB1-201	MZB1	63.7791
MZF1-203	MZF1	0
N4BP2L1-202	N4BP2L1	0
N4BP2L1-204	N4BP2L1	1.06442
N4BP2L1-208	N4BP2L1	1.87636
N4BP2L1-212	N4BP2L1	0.461694
NAA10-203	NAA10	8.90099
NAA10-205	NAA10	28.8943
NAA10-208	NAA10	24.1288
NAA15-201	NAA15	49.7292
NAA15-202	NAA15	12.3208
NAA16-201	NAA16	22.5549
NAA25-201	NAA25	24.9555
NAA35-201	NAA35	18.292
NAA40-202	NAA40	32.9321
NAA40-206	NAA40	1.35054
NAA50-201	NAA50	12.4843
NAA50-203	NAA50	2.85284
NAA50-206	NAA50	3.64001
NAA50-207	NAA50	70.245
NAA50-210	NAA50	90.4046
NACA-201	NACA	5.8739
NACA-203	NACA	3.42093
NACA-211	NACA	196.942
NACA-215	NACA	191.663
NACA-216	NACA	1.20697
NADK2-201	NADK2	11.7902
NADK2-202	NADK2	1.23189
NADK2-205	NADK2	0
NADK2-206	NADK2	2.4259
NADK2-210	NADK2	3.48692
NADK2-211	NADK2	1.10886
NADSYN1-201	NADSYN1	15.4008
NAE1-201	NAE1	148.856
NAE1-202	NAE1	0.731078
NAE1-203	NAE1	6.13148
NAE1-204	NAE1	1.12941
NAF1-201	NAF1	16.6784
NAF1-202	NAF1	10.117
NAF1-205	NAF1	6.4095
NAGK-201	NAGK	0.343386
NAGK-202	NAGK	0.526077
NAGK-205	NAGK	5.53875
NAGK-207	NAGK	0.263914
NAGK-208	NAGK	3.27225
NAGK-224	NAGK	5.44537
NAGK-225	NAGK	2.46143
NAMPT-201	NAMPT	24.097
NAP1L1-201	NAP1L1	186.729
NAP1L1-203	NAP1L1	19.2367
NAP1L1-209	NAP1L1	86.6213
NAP1L1-212	NAP1L1	163.951
NAP1L1-215	NAP1L1	17.7752
NAP1L1-223	NAP1L1	92.1231
NAP1L4-201	NAP1L4	84.9307
NAP1L4-212	NAP1L4	21.0966
NAPA-201	NAPA	66.7667
NAPA-210	NAPA	0.223644
NAPG-201	NAPG	23.9473
NAPG-202	NAPG	1.74772
NARS1-201	NARS1	137.299
NARS1-208	NARS1	0.701648
NASP-201	NASP	38.2607
NASP-202	NASP	367.047
NAT10-210	NAT10	0.251435
NAXE-201	NAXE	12.0381
NAXE-203	NAXE	133.689
NBAS-201	NBAS	16.8073
NCAPD2-201	NCAPD2	86.7886
NCAPD3-206	NCAPD3	0
NCAPD3-214	NCAPD3	15.8362
NCAPG-201	NCAPG	41.6035
NCAPG2-201	NCAPG2	34.8275
NCAPG2-202	NCAPG2	5.20975
NCAPG2-205	NCAPG2	28.884
NCAPH-201	NCAPH	10.093
NCAPH-202	NCAPH	35.8958
NCAPH-204	NCAPH	32.1269
NCAPH-205	NCAPH	4.57388
NCAPH2-201	NCAPH2	19.186
NCAPH2-202	NCAPH2	14.8647
NCAPH2-203	NCAPH2	16.5973
NCAPH2-204	NCAPH2	4.40083
NCAPH2-205	NCAPH2	18.6381
NCAPH2-206	NCAPH2	0
NCAPH2-210	NCAPH2	0.623632
NCBP1-202	NCBP1	59.0417
NCBP2-201	NCBP2	119.162
NCBP2-207	NCBP2	3.28893
NCBP3-201	NCBP3	16.0538
NCK1-201	NCK1	34.9649
NCK1-203	NCK1	3.11838
NCK1-204	NCK1	1.41957
NCKAP1L-201	NCKAP1L	22.8674
NCKAP1L-202	NCKAP1L	32.16
NCKIPSD-201	NCKIPSD	9.34299
NCKIPSD-204	NCKIPSD	9.9456
NCL-201	NCL	761.38
NCLN-201	NCLN	19.1776
NCLN-203	NCLN	12.4794
NCLN-204	NCLN	0
NCLN-205	NCLN	0
NCLN-208	NCLN	17.7671
NCOA5-201	NCOA5	47.5548
NDRG1-201	NDRG1	12.9972
NDRG1-210	NDRG1	0
NDRG1-211	NDRG1	0
NDRG1-213	NDRG1	0
NDRG1-214	NDRG1	2.88358
NDRG1-215	NDRG1	0
NDRG1-219	NDRG1	0
NDRG1-221	NDRG1	0.21376
NDRG1-222	NDRG1	0
NDRG1-224	NDRG1	0
NDRG1-227	NDRG1	0
NDRG1-229	NDRG1	0
NDRG1-250	NDRG1	0
NDRG1-253	NDRG1	0.860576
NDRG1-260	NDRG1	0
NDRG3-201	NDRG3	33.1116
NDRG3-202	NDRG3	0.78101
NDRG3-203	NDRG3	1.83767
NDRG3-204	NDRG3	3.90523
NDUFA11-201	NDUFA11	165.612
NDUFA11-202	NDUFA11	0.801911
NDUFA11-205	NDUFA11	5.63475
NDUFA13-204	NDUFA13	411.524
NDUFA3-201	NDUFA3	1.06432
NDUFA3-206	NDUFA3	41.0625
NDUFA4-201	NDUFA4	69.1572
NDUFA5-201	NDUFA5	2.16597
NDUFA5-202	NDUFA5	52.5843
NDUFA5-207	NDUFA5	0.0545463
NDUFA5-211	NDUFA5	16.1188
NDUFA5-212	NDUFA5	4.03968
NDUFA6-201	NDUFA6	26.0053
NDUFA6-202	NDUFA6	94.4793
NDUFA6-203	NDUFA6	3.09292
NDUFA7-201	NDUFA7	47.6597
NDUFA7-204	NDUFA7	0
NDUFA9-201	NDUFA9	12.5818
NDUFA9-206	NDUFA9	20.8867
NDUFAB1-201	NDUFAB1	191.124
NDUFAF2-201	NDUFAF2	62.0731
NDUFAF3-201	NDUFAF3	48.3202
NDUFAF3-202	NDUFAF3	73.5393
NDUFB1-201	NDUFB1	2.24536
NDUFB1-207	NDUFB1	9.53813
NDUFB10-201	NDUFB10	156.847
NDUFB10-204	NDUFB10	2.19131
NDUFB11-201	NDUFB11	41.8995
NDUFB11-202	NDUFB11	173.084
NDUFB7-201	NDUFB7	103.703
NDUFB8-201	NDUFB8	139.598
NDUFB8-202	NDUFB8	6.38869
NDUFB8-203	NDUFB8	2.80187
NDUFS1-201	NDUFS1	10.0864
NDUFS1-202	NDUFS1	10.4264
NDUFS1-203	NDUFS1	0.898369
NDUFS1-204	NDUFS1	1.29935
NDUFS1-207	NDUFS1	9.19929
NDUFS1-209	NDUFS1	4.66514e-09
NDUFS2-201	NDUFS2	22.3595
NDUFS2-202	NDUFS2	13.681
NDUFS3-201	NDUFS3	170.796
NDUFV2-201	NDUFV2	229.465
NDUFV2-202	NDUFV2	13.8608
NEDD9-202	NEDD9	0.80229
NEDD9-208	NEDD9	1.92843
NEDD9-216	NEDD9	1.28192
NEK6-201	NEK6	2.17597
NEK6-203	NEK6	0
NEK6-211	NEK6	0
NEK6-212	NEK6	0
NEK6-213	NEK6	0
NEK7-201	NEK7	0
NEK7-202	NEK7	100.512
NEK9-201	NEK9	27.935
NELFB-201	NELFB	38.3004
NELFE-202	NELFE	65.0177
NELFE-206	NELFE	0
NEMF-201	NEMF	11.0482
NEMF-208	NEMF	16.2441
NEMP1-201	NEMP1	34.9891
NEMP1-202	NEMP1	5.74477
NENF-201	NENF	39.9813
NFATC3-201	NFATC3	18.6994
NFATC3-202	NFATC3	16.9893
NFATC3-203	NFATC3	10.1317
NFATC3-211	NFATC3	0
NFATC3-221	NFATC3	21.2029
NFATC3-222	NFATC3	2.2193
NFKB1-201	NFKB1	8.61412
NFKB1-202	NFKB1	2.69133
NFKB1-208	NFKB1	2.5868
NFKBIB-201	NFKBIB	3.54711
NFKBIB-204	NFKBIB	9.17509
NFU1-201	NFU1	0.82537
NFU1-202	NFU1	0
NFU1-203	NFU1	27.0644
NFYB-201	NFYB	14.7277
NFYB-204	NFYB	5.76348
NHEJ1-201	NHEJ1	4.33124
NHEJ1-202	NHEJ1	2.53476
NHEJ1-204	NHEJ1	1.80677
NHEJ1-206	NHEJ1	3.61752
NHLRC2-201	NHLRC2	14.4201
NHLRC3-201	NHLRC3	4.4863
NHLRC3-202	NHLRC3	8.61002
NHP2-201	NHP2	237.563
NIBAN2-201	NIBAN2	1.56666
NIBAN2-202	NIBAN2	5.84864
NIFK-201	NIFK	54.3963
NIM1K-201	NIM1K	0.0343611
NIP7-201	NIP7	42.3616
NIP7-202	NIP7	1.26409
NIPBL-201	NIPBL	6.42201
NIPBL-202	NIPBL	23.3862
NIPBL-209	NIPBL	7.86486
NIPSNAP1-201	NIPSNAP1	89.405
NIPSNAP2-201	NIPSNAP2	58.581
NIPSNAP2-205	NIPSNAP2	2.22198
NIPSNAP3A-201	NIPSNAP3A	30.4864
NISCH-201	NISCH	29.3954
NIT1-201	NIT1	4.23813
NIT1-203	NIT1	19.1718
NIT1-204	NIT1	5.47735
NIT2-201	NIT2	8.3231
NKAP-201	NKAP	5.05883
NKAP-205	NKAP	22.4776
NKAPL-201	NKAPL	0
NKRF-201	NKRF	8.85976
NKRF-203	NKRF	14.0243
NKX6-1-201	NKX6-1	0
NKX6-2-201	NKX6-2	0
NKX6-3-201	NKX6-3	0
NLN-201	NLN	8.77409
NLN-202	NLN	0.167005
NMD3-201	NMD3	24.6144
NMD3-206	NMD3	2.07908
NME1-203	NME1	346.518
NME1-NME2-202	NME1-NME2	32.5644
NME7-201	NME7	33.2059
NME7-203	NME7	2.02464
NME7-211	NME7	0.660295
NMT1-201	NMT1	61.0773
NMT2-201	NMT2	11.1967
NMT2-202	NMT2	5.93722
NNT-201	NNT	2.91906
NOB1-201	NOB1	74.9442
NOB1-205	NOB1	7.65745
NOC2L-201	NOC2L	74.2614
NOC3L-201	NOC3L	35.5066
NOC4L-201	NOC4L	33.258
NOL10-201	NOL10	0.64657
NOL10-202	NOL10	30.8721
NOL10-205	NOL10	0.923273
NOL11-201	NOL11	71.2019
NOL8-208	NOL8	27.9386
NOL8-214	NOL8	2.09276
NOL9-201	NOL9	17.2617
NOLC1-201	NOLC1	37.5241
NOLC1-202	NOLC1	4.20475
NOLC1-207	NOLC1	116.673
NOLC1-209	NOLC1	133.349
NOMO1-201	NOMO1	40.281
NOMO1-207	NOMO1	1.62155
NOMO1-208	NOMO1	14.1145
NOMO2-201	NOMO2	0
NOMO2-202	NOMO2	3.35821e-05
NOMO2-203	NOMO2	0.583376
NOMO3-201	NOMO3	24.0354
NOMO3-202	NOMO3	1.5254
NONO-201	NONO	447.107
NOP10-201	NOP10	259.36
NOP10-202	NOP10	0.403383
NOP16-205	NOP16	6.79271
NOP16-207	NOP16	72.8528
NOP16-209	NOP16	3.05367
NOP16-210	NOP16	0
NOP16-211	NOP16	12.772
NOP2-201	NOP2	26.8591
NOP2-202	NOP2	3.57404
NOP2-203	NOP2	10.4037
NOP2-216	NOP2	5.38818
NOP2-218	NOP2	3.95705e-05
NOP53-201	NOP53	216.367
NOP53-202	NOP53	116.655
NOP53-205	NOP53	14.8554
NOP53-208	NOP53	0
NOP56-201	NOP56	359.003
NOP56-202	NOP56	91.8505
NOP56-207	NOP56	12.7489
NOP56-221	NOP56	2.74415
NOP58-201	NOP58	185.864
NOP58-202	NOP58	25.9166
NOS3-201	NOS3	3.61913
NOS3-204	NOS3	0.0699265
NOS3-210	NOS3	0.659493
NOSIP-201	NOSIP	65.9421
NOSIP-204	NOSIP	5.86662
NOSIP-206	NOSIP	0
NOSIP-207	NOSIP	1.94004
NOSIP-212	NOSIP	37.0652
NOSIP-214	NOSIP	0.534084
NPC1-201	NPC1	15.7376
NPEPPS-201	NPEPPS	27.1795
NPEPPS-215	NPEPPS	13.2156
NPIPB7-203	NPIPB7	7.89765
NPLOC4-201	NPLOC4	50.4056
NPLOC4-202	NPLOC4	8.14973
NPM1-201	NPM1	18.2482
NPM1-202	NPM1	602.259
NPM3-201	NPM3	151.056
NQO2-201	NQO2	4.53979
NQO2-203	NQO2	0.384688
NQO2-206	NQO2	1.36452
NRAS-201	NRAS	61.2573
NRBP1-201	NRBP1	5.77072
NRBP1-204	NRBP1	0
NRCAM-201	NRCAM	0
NRCAM-202	NRCAM	0
NRCAM-203	NRCAM	0.00894818
NRCAM-204	NRCAM	0
NRCAM-205	NRCAM	0
NRCAM-216	NRCAM	0
NRDC-201	NRDC	110.681
NRDC-202	NRDC	5.52712
NRDC-213	NRDC	17.4157
NRP1-211	NRP1	0
NSD2-201	NSD2	2.96947
NSD2-204	NSD2	0.0345719
NSD2-208	NSD2	6.04109
NSD2-221	NSD2	1.21376
NSF-201	NSF	33.3004
NSF-206	NSF	1.94476
NSFL1C-201	NSFL1C	0.103702
NSUN2-201	NSUN2	90.2344
NSUN2-206	NSUN2	26.2571
NSUN5-201	NSUN5	30.1596
NSUN5-202	NSUN5	7.4092
NSUN5-203	NSUN5	0.0733792
NSUN5-204	NSUN5	14.753
NT5C2-201	NT5C2	1.48611
NT5C2-205	NT5C2	7.92047
NT5C2-217	NT5C2	1.11966
NT5C2-223	NT5C2	2.37382e-07
NT5C2-225	NT5C2	0.308616
NT5C3A-201	NT5C3A	0.239822
NT5C3A-202	NT5C3A	8.52223
NT5C3A-204	NT5C3A	5.14745
NT5C3A-211	NT5C3A	21.4664
NT5DC1-201	NT5DC1	5.95631
NT5DC2-201	NT5DC2	0.412838
NT5DC2-202	NT5DC2	97.4122
NT5DC2-203	NT5DC2	0
NTMT1-201	NTMT1	22.9541
NTMT1-202	NTMT1	20.945
NTMT1-205	NTMT1	2.06205
NTMT1-206	NTMT1	7.75156
NTRK1-201	NTRK1	0
NTRK1-202	NTRK1	0.110287
NTRK1-203	NTRK1	0.119853
NTRK1-206	NTRK1	0
NUBP2-201	NUBP2	25.876
NUBP2-208	NUBP2	1.9502
NUBP2-214	NUBP2	1.69669
NUCB2-201	NUCB2	11.4287
NUCB2-202	NUCB2	30.1582
NUCB2-208	NUCB2	41.2936
NUDC-201	NUDC	254.763
NUDCD1-201	NUDCD1	10.8994
NUDCD1-203	NUDCD1	13.6737
NUDCD2-201	NUDCD2	9.54323
NUDCD2-202	NUDCD2	28.0202
NUDCD3-202	NUDCD3	13.0612
NUDT1-201	NUDT1	20.4157
NUDT1-202	NUDT1	4.04867
NUDT4-201	NUDT4	0
NUDT4-202	NUDT4	1.10235
NUDT4B-201	NUDT4B	11.7904
NUDT5-201	NUDT5	13.0515
NUDT5-202	NUDT5	9.17648
NUDT5-203	NUDT5	10.107
NUDT5-205	NUDT5	19.4893
NUDT5-207	NUDT5	41.1682
NUF2-201	NUF2	44.9654
NUF2-208	NUF2	2.6364
NUFIP2-201	NUFIP2	66.5268
NUMA1-202	NUMA1	0.299697
NUMA1-205	NUMA1	27.2717
NUMA1-233	NUMA1	0.364163
NUP107-201	NUP107	3.63726
NUP107-211	NUP107	44.3839
NUP133-201	NUP133	46.4201
NUP153-201	NUP153	70.676
NUP153-202	NUP153	0.480898
NUP153-203	NUP153	1.84994
NUP155-201	NUP155	23.4451
NUP155-202	NUP155	21.175
NUP155-207	NUP155	4.41231
NUP160-201	NUP160	73.4714
NUP160-206	NUP160	4.38216
NUP160-209	NUP160	3.87557
NUP188-201	NUP188	105.51
NUP205-201	NUP205	81.6584
NUP210-201	NUP210	154.45
NUP214-201	NUP214	13.6101
NUP214-202	NUP214	3.20249
NUP214-203	NUP214	3.51009
NUP214-204	NUP214	0.539057
NUP214-208	NUP214	0.421447
NUP214-230	NUP214	0.373075
NUP214-232	NUP214	7.31591
NUP35-201	NUP35	28.2651
NUP35-203	NUP35	0
NUP37-201	NUP37	74.5049
NUP37-208	NUP37	25.1351
NUP42-201	NUP42	28.8385
NUP42-202	NUP42	15.474
NUP42-203	NUP42	2.83381
NUP42-205	NUP42	4.42531
NUP43-201	NUP43	48.1244
NUP43-203	NUP43	10.5628
NUP50-201	NUP50	132.283
NUP50-202	NUP50	23.2314
NUP54-201	NUP54	58.6726
NUP54-217	NUP54	16.3804
NUP58-201	NUP58	9.86028
NUP58-202	NUP58	73.579
NUP62-201	NUP62	54.6484
NUP85-201	NUP85	41.4323
NUP85-210	NUP85	6.25666
NUP88-207	NUP88	28.6912
NUP93-201	NUP93	0.228591
NUP93-220	NUP93	64.841
NUP98-201	NUP98	52.9748
NUP98-203	NUP98	0.295798
NUSAP1-201	NUSAP1	20.5466
NUSAP1-202	NUSAP1	51.0936
NUSAP1-203	NUSAP1	8.63904
NUSAP1-208	NUSAP1	13.2145
NUSAP1-210	NUSAP1	0
NUSAP1-212	NUSAP1	14.6917
NUSAP1-213	NUSAP1	0.980615
NXF1-201	NXF1	60.4606
NXF1-207	NXF1	3.02658
NXN-201	NXN	4.69896
NXN-202	NXN	0.26504
NXN-206	NXN	0.440237
NXN-210	NXN	3.59434
NXT1-201	NXT1	44.6452
NXT2-201	NXT2	0
NXT2-203	NXT2	15.3634
OARD1-201	OARD1	0.000526027
OARD1-202	OARD1	4.22403
OARD1-204	OARD1	1.11316
OARD1-208	OARD1	1.14883
OARD1-215	OARD1	2.85393
OAS2-202	OAS2	9.40959
OAS3-201	OAS3	15.6131
OASL-201	OASL	0.922027
OASL-202	OASL	0.382768
OASL-204	OASL	0.41872
OAT-201	OAT	32.9796
OAT-208	OAT	0
OBSCN-201	OBSCN	1.6962
OBSCN-204	OBSCN	1.74206
OBSCN-205	OBSCN	0
OBSCN-213	OBSCN	0
OBSCN-219	OBSCN	0
OBSCN-222	OBSCN	0
OCIAD1-201	OCIAD1	88.8955
OCIAD1-203	OCIAD1	9.27346
OCIAD1-204	OCIAD1	7.13631e-06
OCIAD1-222	OCIAD1	0
OCIAD1-224	OCIAD1	2.76112
ODAM-203	ODAM	0
ODF2-201	ODF2	30.3484
ODF2-205	ODF2	5.04101
ODF2-209	ODF2	0
ODF3-201	ODF3	0
ODF3-202	ODF3	0
ODF3-203	ODF3	0
ODF4-201	ODF4	0
ODF4-202	ODF4	0
OGDH-201	OGDH	25.3302
OGDH-205	OGDH	0.684714
OGDH-206	OGDH	0.490743
OGDH-207	OGDH	19.348
OGDH-210	OGDH	0
OGFOD1-207	OGFOD1	5.79659
OGFOD1-209	OGFOD1	20.8762
OGFR-201	OGFR	28.1365
OGFR-202	OGFR	6.69272
OGFR-204	OGFR	2.26007
OLA1-201	OLA1	4.88534
OLA1-204	OLA1	0
OLFML1-201	OLFML1	0.197262
OMG-201	OMG	0.448717
OPA1-201	OPA1	1.27265e-09
OPA1-202	OPA1	0.413962
OPA1-203	OPA1	0
OPA1-204	OPA1	1.05594
OPA1-205	OPA1	6.43795
OPA1-206	OPA1	0.634008
OPA1-207	OPA1	6.55673
OPA1-221	OPA1	7.97817e-10
OPA1-223	OPA1	0.41045
OPA1-227	OPA1	0.468703
OPA1-232	OPA1	2.55116
OPRM1-214	OPRM1	0
OR10A2-201	OR10A2	0
OR1A1-201	OR1A1	0
OR1J1-201	OR1J1	0.742907
OR2A5-201	OR2A5	0
OR2AP1-201	OR2AP1	0
OR2J3-201	OR2J3	0
OR2M7-201	OR2M7	0
OR2T11-201	OR2T11	0
OR2Y1-201	OR2Y1	0
OR4B1-201	OR4B1	0
OR4K1-201	OR4K1	0
OR4S2-201	OR4S2	0
OR4X1-201	OR4X1	0
OR51G1-201	OR51G1	0
OR5H2-201	OR5H2	0
OR5H2-202	OR5H2	0
OR5H6-201	OR5H6	0
OR5H6-203	OR5H6	0
OR5K1-201	OR5K1	0
OR5K2-201	OR5K2	0.118863
OR6B1-201	OR6B1	0
ORC2-201	ORC2	28.5471
ORC3-201	ORC3	15.1991
ORC3-202	ORC3	11.5913
ORC3-206	ORC3	5.46327
ORC4-201	ORC4	0
ORC4-215	ORC4	0.184547
ORC4-216	ORC4	0.641249
ORC5-201	ORC5	28.8934
ORC5-203	ORC5	1.91428
OS9-201	OS9	25.6911
OS9-202	OS9	18.714
OS9-203	OS9	9.49089
OS9-204	OS9	6.23775
OS9-206	OS9	0
OS9-207	OS9	0.610417
OS9-218	OS9	0.362318
OS9-220	OS9	1.63876
OSBP-201	OSBP	41.0831
OSBPL8-201	OSBPL8	17.8271
OSBPL8-202	OSBPL8	15.2529
OSBPL8-204	OSBPL8	0
OSBPL8-205	OSBPL8	1.11874e-05
OSBPL9-201	OSBPL9	9.4007
OSBPL9-202	OSBPL9	2.0944
OSBPL9-203	OSBPL9	3.78352
OSBPL9-205	OSBPL9	8.38144
OSBPL9-206	OSBPL9	4.94491
OSBPL9-207	OSBPL9	4.47438
OSBPL9-222	OSBPL9	6.80568
OSTF1-201	OSTF1	70.6583
OTUD5-201	OTUD5	0
OTUD5-202	OTUD5	25.8209
OTUD5-204	OTUD5	22.0922
OTUD5-205	OTUD5	8.03699
OTUD5-208	OTUD5	2.80791
OTUD6B-201	OTUD6B	3.23195
OTUD6B-202	OTUD6B	17.0004
OTUD6B-205	OTUD6B	0
OTULIN-203	OTULIN	2.32837
OTX1-201	OTX1	3.21316
OXCT1-201	OXCT1	73.7488
OXSR1-201	OXSR1	64.1777
P3H1-201	P3H1	9.58925
P3H1-202	P3H1	14.6721
P3H1-203	P3H1	0
P3H1-204	P3H1	3.71666
P3H2-201	P3H2	0
P4HA1-201	P4HA1	0.597147
P4HA1-202	P4HA1	5.92043
P4HA1-205	P4HA1	0
P4HB-201	P4HB	172.057
P4HB-221	P4HB	0
PA2G4-201	PA2G4	240.47
PA2G4-203	PA2G4	7.88013
PABPC1-201	PABPC1	327.216
PABPC1-210	PABPC1	0
PABPC4-201	PABPC4	6.23044
PABPC4-202	PABPC4	21.8296
PABPC4-203	PABPC4	12.2072
PABPC4-204	PABPC4	56.697
PABPC4-205	PABPC4	47.8213
PABPN1-201	PABPN1	91.7417
PABPN1-202	PABPN1	30.6191
PACSIN2-201	PACSIN2	28.9977
PADI2-202	PADI2	2.72877
PADI3-201	PADI3	0
PAF1-201	PAF1	58.9906
PAF1-202	PAF1	1.71331
PAF1-204	PAF1	3.03905
PAFAH1B1-202	PAFAH1B1	12.9006
PAFAH1B1-214	PAFAH1B1	1.62502
PAFAH1B1-215	PAFAH1B1	0
PAFAH1B2-202	PAFAH1B2	0.591965
PAFAH1B2-204	PAFAH1B2	33.4782
PAFAH1B2-205	PAFAH1B2	0.465785
PAFAH1B2-206	PAFAH1B2	3.16032
PAFAH1B3-201	PAFAH1B3	59.2459
PAICS-201	PAICS	132.39
PAIP1-201	PAIP1	12.1449
PAIP1-202	PAIP1	3.95751
PAIP1-203	PAIP1	33.9494
PAIP2-201	PAIP2	201.132
PAIP2-204	PAIP2	0.787852
PAK2-201	PAK2	122.12
PALM2AKAP2-201	PALM2AKAP2	0.052785
PALM2AKAP2-202	PALM2AKAP2	0
PALM2AKAP2-204	PALM2AKAP2	90.0272
PALM2AKAP2-205	PALM2AKAP2	4.26699
PALM2AKAP2-208	PALM2AKAP2	1.70585e-05
PALM2AKAP2-211	PALM2AKAP2	0
PAN2-201	PAN2	11.4474
PAN2-202	PAN2	4.37373
PAN2-203	PAN2	15.9953
PANK1-201	PANK1	2.51603
PANK1-203	PANK1	7.60696
PANK2-201	PANK2	0
PANK2-205	PANK2	6.88033
PANK2-206	PANK2	6.99725
PANK2-207	PANK2	4.12337
PANK2-212	PANK2	14.6214
PANK3-201	PANK3	73.0754
PAPSS1-201	PAPSS1	68.1634
PARD3-202	PARD3	2.00851
PARD3-203	PARD3	1.29151e-07
PARD3-207	PARD3	0.00046152
PARD3-208	PARD3	3.41784
PARD3-209	PARD3	5.97549
PARD3-210	PARD3	0
PARD3-213	PARD3	0
PARD3-214	PARD3	0.842669
PARG-201	PARG	20.5735
PARN-201	PARN	20.2843
PARN-202	PARN	0
PARN-203	PARN	31.3827
PARN-216	PARN	0.810775
PARN-217	PARN	0
PARN-218	PARN	0.184347
PARN-219	PARN	0.108531
PARN-223	PARN	0.367527
PARN-225	PARN	0.116988
PARN-226	PARN	0
PARN-227	PARN	0.801874
PARN-228	PARN	1.53591
PARN-230	PARN	0.30671
PARN-232	PARN	0.492421
PARP1-203	PARP1	165.186
PARP15-201	PARP15	0
PARP15-202	PARP15	4.34712
PARP2-201	PARP2	19.0689
PARP2-202	PARP2	21.9787
PARP2-204	PARP2	15.0068
PARP4-201	PARP4	46.7091
PARP9-202	PARP9	3.08902
PARP9-204	PARP9	6.26214
PARVG-205	PARVG	9.13177
PATL1-201	PATL1	54.1239
PAWR-201	PAWR	6.42669
PAWR-206	PAWR	0.680861
PAWR-211	PAWR	0.557205
PAXIP1-201	PAXIP1	38.6472
PAXIP1-203	PAXIP1	0.405145
PAXIP1-204	PAXIP1	5.77874
PBDC1-202	PBDC1	0
PBK-201	PBK	62.076
PBK-203	PBK	5.82275
PBRM1-201	PBRM1	10.791
PBRM1-202	PBRM1	5.25664
PBRM1-203	PBRM1	46.058
PBRM1-204	PBRM1	0.692578
PBRM1-205	PBRM1	0
PBRM1-206	PBRM1	0.406268
PBRM1-207	PBRM1	0.000358609
PBRM1-208	PBRM1	3.64263
PBRM1-211	PBRM1	7.18624
PCBP1-201	PCBP1	309.805
PCBP2-202	PCBP2	194.246
PCBP2-204	PCBP2	0
PCBP2-207	PCBP2	0
PCBP2-222	PCBP2	275.668
PCDH7-201	PCDH7	0.0322506
PCDH7-205	PCDH7	0
PCDH7-206	PCDH7	0
PCDHB7-201	PCDHB7	0.070718
PCDHGB5-201	PCDHGB5	0
PCDHGB5-202	PCDHGB5	0
PCF11-201	PCF11	25.5398
PCF11-203	PCF11	4.14335
PCF11-204	PCF11	9.42635
PCF11-206	PCF11	6.21237
PCGF2-202	PCGF2	11.2464
PCGF3-201	PCGF3	34.3698
PCID2-201	PCID2	1.10285
PCID2-202	PCID2	40.5671
PCID2-203	PCID2	1.28404
PCM1-201	PCM1	0.00770673
PCM1-211	PCM1	52.2908
PCM1-221	PCM1	25.5332
PCMT1-201	PCMT1	27.4111
PCMT1-202	PCMT1	0.181636
PCMT1-203	PCMT1	21.2942
PCMT1-211	PCMT1	0.16324
PCMT1-212	PCMT1	38.3862
PCNA-201	PCNA	580.006
PCNP-201	PCNP	97.1384
PCNP-204	PCNP	7.01743
PCNX1-201	PCNX1	8.35726
PCNX1-202	PCNX1	9.89128
PCNX1-207	PCNX1	1.74357
PCNX3-201	PCNX3	19.0168
PCSK7-201	PCSK7	0
PCSK7-203	PCSK7	0.206044
PCSK7-215	PCSK7	6.69173
PCYOX1-204	PCYOX1	11.9051
PCYT1A-201	PCYT1A	0
PCYT1A-202	PCYT1A	2.36734
PCYT1A-203	PCYT1A	0.582774
PCYT1A-204	PCYT1A	2.17078
PCYT1A-209	PCYT1A	2.05403
PDCD11-201	PDCD11	33.8979
PDCD11-207	PDCD11	6.76992
PDCD2L-201	PDCD2L	30.9232
PDCD4-201	PDCD4	17.3689
PDCD4-202	PDCD4	3.15921
PDCD5-204	PDCD5	12.287
PDCD5-207	PDCD5	181.895
